Season,Round,Age,Location,Replicate,% moisture,Wet weight g,Protein g/100g dry weight,Protein g/100g wet weight,fat g/100g dry weight,fat g/100g wet weight,fat mg/g dry weight,fat mg/g wet weight,total fat (g/cm2),protein g/cm2,No. of days,average dry weight accumulation (g/m2/day),average daily fat accumulation (g/m2/day),average daily protein accumulation (g/m2/day),dry weight,name,value
Autumn/Winter,1,13,Berth G,B,98.6,14.1524,2,0,0.11,0,1.1,0.02,1.1504533333333304e-5,2.091733333333328e-4,13,0.015084615384615346,0.008849641025641003,0.1609025641025637,0.1961,ω3~PUFA~(g/m^2),0.0032940818193671335
Autumn/Winter,1,13,Berth G,C,97.7,6.734,1.6,0,0.07,0,0.7,0.02,5.835199999999996e-6,1.3337599999999988e-4,13,0.012023076923076914,0.004488615384615382,0.10259692307692297,0.1563,Fat~(g/m^2),0.05835199999999996
Autumn/Winter,1,13,Berth G,C,97.7,6.734,1.6,0,0.07,0,0.7,0.02,5.835199999999996e-6,1.3337599999999988e-4,13,0.012023076923076914,0.004488615384615382,0.10259692307692297,0.1563,Dry~weight~(g),0.15629999999999988
Autumn/Winter,1,13,Berth G,C,97.7,6.734,1.6,0,0.07,0,0.7,0.02,5.835199999999996e-6,1.3337599999999988e-4,13,0.012023076923076914,0.004488615384615382,0.10259692307692297,0.1563,Protein~(g/m^2),1.3337599999999987
Autumn/Winter,1,13,Berth G,C,97.7,6.734,1.6,0,0.07,0,0.7,0.02,5.835199999999996e-6,1.3337599999999988e-4,13,0.012023076923076914,0.004488615384615382,0.10259692307692297,0.1563,EPA~(g/m^2),0.0014357831671438007
Autumn/Winter,1,13,Berth G,C,97.7,6.734,1.6,0,0.07,0,0.7,0.02,5.835199999999996e-6,1.3337599999999988e-4,13,0.012023076923076914,0.004488615384615382,0.10259692307692297,0.1563,SFA~(g/m^2),0.02485699608117704
Autumn/Winter,1,13,Berth G,C,97.7,6.734,1.6,0,0.07,0,0.7,0.02,5.835199999999996e-6,1.3337599999999988e-4,13,0.012023076923076914,0.004488615384615382,0.10259692307692297,0.1563,MUFA~(g/m^2),0.01085811020152499
Autumn/Winter,1,13,Berth G,C,97.7,6.734,1.6,0,0.07,0,0.7,0.02,5.835199999999996e-6,1.3337599999999988e-4,13,0.012023076923076914,0.004488615384615382,0.10259692307692297,0.1563,PUFA~(g/m^2),0.004800899965137083
Autumn/Winter,1,13,Berth G,C,97.7,6.734,1.6,0,0.07,0,0.7,0.02,5.835199999999996e-6,1.3337599999999988e-4,13,0.012023076923076914,0.004488615384615382,0.10259692307692297,0.1563,ω3~PUFA~(g/m^2),0.0021985429746889445
Autumn/Winter,1,32,Berth C,A,93.7,13.3475,10,0.6,1.85,0.12,18.5,1.17,8.319573333333346e-4,0.004497066666666673,32,0.02635000000000004,0.2599866666666671,1.4053333333333353,0.8432,Fat~(g/m^2),8.319573333333347
Autumn/Winter,1,32,Berth C,A,93.7,13.3475,10,0.6,1.85,0.12,18.5,1.17,8.319573333333346e-4,0.004497066666666673,32,0.02635000000000004,0.2599866666666671,1.4053333333333353,0.8432,Dry~weight~(g),0.8432000000000013
Autumn/Winter,1,32,Berth C,A,93.7,13.3475,10,0.6,1.85,0.12,18.5,1.17,8.319573333333346e-4,0.004497066666666673,32,0.02635000000000004,0.2599866666666671,1.4053333333333353,0.8432,Protein~(g/m^2),44.97066666666673
Autumn/Winter,1,32,Berth C,A,93.7,13.3475,10,0.6,1.85,0.12,18.5,1.17,8.319573333333346e-4,0.004497066666666673,32,0.02635000000000004,0.2599866666666671,1.4053333333333353,0.8432,EPA~(g/m^2),0.3663375638860846
Autumn/Winter,1,32,Berth C,A,93.7,13.3475,10,0.6,1.85,0.12,18.5,1.17,8.319573333333346e-4,0.004497066666666673,32,0.02635000000000004,0.2599866666666671,1.4053333333333353,0.8432,SFA~(g/m^2),2.985984179820577
Autumn/Winter,1,32,Berth C,A,93.7,13.3475,10,0.6,1.85,0.12,18.5,1.17,8.319573333333346e-4,0.004497066666666673,32,0.02635000000000004,0.2599866666666671,1.4053333333333353,0.8432,MUFA~(g/m^2),2.1087722313878983
Autumn/Winter,1,32,Berth C,A,93.7,13.3475,10,0.6,1.85,0.12,18.5,1.17,8.319573333333346e-4,0.004497066666666673,32,0.02635000000000004,0.2599866666666671,1.4053333333333353,0.8432,PUFA~(g/m^2),1.0650432084615444
Autumn/Winter,1,32,Berth C,A,93.7,13.3475,10,0.6,1.85,0.12,18.5,1.17,8.319573333333346e-4,0.004497066666666673,32,0.02635000000000004,0.2599866666666671,1.4053333333333353,0.8432,ω3~PUFA~(g/m^2),0.660073683292927
Autumn/Winter,1,32,Berth C,B,92.7,13.41,9.3,0.7,1.46,0.11,14.6,1.07,7.669088000000012e-4,0.004885104000000008,32,0.030778125000000045,0.23965900000000037,1.5265950000000026,0.9849,Fat~(g/m^2),7.669088000000012
Autumn/Winter,1,32,Berth C,B,92.7,13.41,9.3,0.7,1.46,0.11,14.6,1.07,7.669088000000012e-4,0.004885104000000008,32,0.030778125000000045,0.23965900000000037,1.5265950000000026,0.9849,Dry~weight~(g),0.9849000000000014
Autumn/Winter,1,32,Berth C,B,92.7,13.41,9.3,0.7,1.46,0.11,14.6,1.07,7.669088000000012e-4,0.004885104000000008,32,0.030778125000000045,0.23965900000000037,1.5265950000000026,0.9849,Protein~(g/m^2),48.85104000000008
Autumn/Winter,1,32,Berth C,B,92.7,13.41,9.3,0.7,1.46,0.11,14.6,1.07,7.669088000000012e-4,0.004885104000000008,32,0.030778125000000045,0.23965900000000037,1.5265950000000026,0.9849,EPA~(g/m^2),0.23986832077658504
Autumn/Winter,1,32,Berth C,B,92.7,13.41,9.3,0.7,1.46,0.11,14.6,1.07,7.669088000000012e-4,0.004885104000000008,32,0.030778125000000045,0.23965900000000037,1.5265950000000026,0.9849,SFA~(g/m^2),2.796618601464441
Autumn/Winter,1,32,Berth C,B,92.7,13.41,9.3,0.7,1.46,0.11,14.6,1.07,7.669088000000012e-4,0.004885104000000008,32,0.030778125000000045,0.23965900000000037,1.5265950000000026,0.9849,MUFA~(g/m^2),2.065327746584032
Autumn/Winter,1,32,Berth C,B,92.7,13.41,9.3,0.7,1.46,0.11,14.6,1.07,7.669088000000012e-4,0.004885104000000008,32,0.030778125000000045,0.23965900000000037,1.5265950000000026,0.9849,PUFA~(g/m^2),0.8112469618059376
Autumn/Winter,1,32,Berth C,B,92.7,13.41,9.3,0.7,1.46,0.11,14.6,1.07,7.669088000000012e-4,0.004885104000000008,32,0.030778125000000045,0.23965900000000037,1.5265950000000026,0.9849,ω3~PUFA~(g/m^2),0.5074137554889299
Autumn/Winter,1,32,Berth C,C,93,15.1922,9.6,0.7,1.57,0.11,15.7,1.1,8.891642666666679e-4,0.005436928000000007,32,0.033184375000000044,0.27786383333333375,1.699040000000002,1.0619,Fat~(g/m^2),8.89164266666668
Autumn/Winter,1,32,Berth C,C,93,15.1922,9.6,0.7,1.57,0.11,15.7,1.1,8.891642666666679e-4,0.005436928000000007,32,0.033184375000000044,0.27786383333333375,1.699040000000002,1.0619,Dry~weight~(g),1.0619000000000014
Autumn/Winter,1,32,Berth C,C,93,15.1922,9.6,0.7,1.57,0.11,15.7,1.1,8.891642666666679e-4,0.005436928000000007,32,0.033184375000000044,0.27786383333333375,1.699040000000002,1.0619,Protein~(g/m^2),54.36928000000007
Autumn/Winter,1,32,Berth C,C,93,15.1922,9.6,0.7,1.57,0.11,15.7,1.1,8.891642666666679e-4,0.005436928000000007,32,0.033184375000000044,0.27786383333333375,1.699040000000002,1.0619,EPA~(g/m^2),0.376765238108835
Autumn/Winter,1,32,Berth C,C,93,15.1922,9.6,0.7,1.57,0.11,15.7,1.1,8.891642666666679e-4,0.005436928000000007,32,0.033184375000000044,0.27786383333333375,1.699040000000002,1.0619,SFA~(g/m^2),3.0837879300304256
Autumn/Winter,1,32,Berth C,C,93,15.1922,9.6,0.7,1.57,0.11,15.7,1.1,8.891642666666679e-4,0.005436928000000007,32,0.033184375000000044,0.27786383333333375,1.699040000000002,1.0619,MUFA~(g/m^2),2.335233598467024
Autumn/Winter,1,32,Berth C,C,93,15.1922,9.6,0.7,1.57,0.11,15.7,1.1,8.891642666666679e-4,0.005436928000000007,32,0.033184375000000044,0.27786383333333375,1.699040000000002,1.0619,PUFA~(g/m^2),1.1693939937528934
Autumn/Winter,1,32,Berth C,C,93,15.1922,9.6,0.7,1.57,0.11,15.7,1.1,8.891642666666679e-4,0.005436928000000007,32,0.033184375000000044,0.27786383333333375,1.699040000000002,1.0619,ω3~PUFA~(g/m^2),0.7414455534858772
Autumn/Winter,1,32,Berth G,A,94.7,16.6701,9.8,0.5,1.56,0.08,15.6,0.82,7.319935999999996e-4,0.004598421333333331,32,0.027493749999999983,0.22874799999999987,1.4370066666666659,0.8798,Fat~(g/m^2),7.319935999999996
Autumn/Winter,1,32,Berth G,A,94.7,16.6701,9.8,0.5,1.56,0.08,15.6,0.82,7.319935999999996e-4,0.004598421333333331,32,0.027493749999999983,0.22874799999999987,1.4370066666666659,0.8798,Dry~weight~(g),0.8797999999999995
Autumn/Winter,1,32,Berth G,A,94.7,16.6701,9.8,0.5,1.56,0.08,15.6,0.82,7.319935999999996e-4,0.004598421333333331,32,0.027493749999999983,0.22874799999999987,1.4370066666666659,0.8798,Protein~(g/m^2),45.98421333333331
Autumn/Winter,1,32,Berth G,A,94.7,16.6701,9.8,0.5,1.56,0.08,15.6,0.82,7.319935999999996e-4,0.004598421333333331,32,0.027493749999999983,0.22874799999999987,1.4370066666666659,0.8798,EPA~(g/m^2),0.3389678105536685
Autumn/Winter,1,32,Berth G,A,94.7,16.6701,9.8,0.5,1.56,0.08,15.6,0.82,7.319935999999996e-4,0.004598421333333331,32,0.027493749999999983,0.22874799999999987,1.4370066666666659,0.8798,SFA~(g/m^2),2.5954414597738644
Autumn/Winter,1,32,Berth G,A,94.7,16.6701,9.8,0.5,1.56,0.08,15.6,0.82,7.319935999999996e-4,0.004598421333333331,32,0.027493749999999983,0.22874799999999987,1.4370066666666659,0.8798,MUFA~(g/m^2),1.6662021170491534
Autumn/Winter,1,32,Berth G,A,94.7,16.6701,9.8,0.5,1.56,0.08,15.6,0.82,7.319935999999996e-4,0.004598421333333331,32,0.027493749999999983,0.22874799999999987,1.4370066666666659,0.8798,PUFA~(g/m^2),0.9993706138737468
Autumn/Winter,1,32,Berth G,A,94.7,16.6701,9.8,0.5,1.56,0.08,15.6,0.82,7.319935999999996e-4,0.004598421333333331,32,0.027493749999999983,0.22874799999999987,1.4370066666666659,0.8798,ω3~PUFA~(g/m^2),0.6323502948604643
Autumn/Winter,1,32,Berth G,B,94,17.2531,9.8,0.6,1.8,0.11,18,1.07,9.859199999999993e-4,0.005367786666666663,32,0.032093749999999976,0.30809999999999976,1.6774333333333322,1.027,Fat~(g/m^2),9.859199999999992
Autumn/Winter,1,32,Berth G,B,94,17.2531,9.8,0.6,1.8,0.11,18,1.07,9.859199999999993e-4,0.005367786666666663,32,0.032093749999999976,0.30809999999999976,1.6774333333333322,1.027,Dry~weight~(g),1.0269999999999992
Autumn/Winter,1,32,Berth G,B,94,17.2531,9.8,0.6,1.8,0.11,18,1.07,9.859199999999993e-4,0.005367786666666663,32,0.032093749999999976,0.30809999999999976,1.6774333333333322,1.027,Protein~(g/m^2),53.67786666666663
Autumn/Winter,1,32,Berth G,B,94,17.2531,9.8,0.6,1.8,0.11,18,1.07,9.859199999999993e-4,0.005367786666666663,32,0.032093749999999976,0.30809999999999976,1.6774333333333322,1.027,EPA~(g/m^2),0.42559437863043975
Autumn/Winter,1,32,Berth G,B,94,17.2531,9.8,0.6,1.8,0.11,18,1.07,9.859199999999993e-4,0.005367786666666663,32,0.032093749999999976,0.30809999999999976,1.6774333333333322,1.027,SFA~(g/m^2),3.5347977558472627
Autumn/Winter,1,32,Berth G,B,94,17.2531,9.8,0.6,1.8,0.11,18,1.07,9.859199999999993e-4,0.005367786666666663,32,0.032093749999999976,0.30809999999999976,1.6774333333333322,1.027,MUFA~(g/m^2),2.4156421675968476
Autumn/Winter,1,32,Berth G,B,94,17.2531,9.8,0.6,1.8,0.11,18,1.07,9.859199999999993e-4,0.005367786666666663,32,0.032093749999999976,0.30809999999999976,1.6774333333333322,1.027,PUFA~(g/m^2),1.2334355602900704
Autumn/Winter,1,32,Berth G,B,94,17.2531,9.8,0.6,1.8,0.11,18,1.07,9.859199999999993e-4,0.005367786666666663,32,0.032093749999999976,0.30809999999999976,1.6774333333333322,1.027,ω3~PUFA~(g/m^2),0.7668580192729958
Autumn/Winter,1,32,Berth G,C,93.7,17.8459,9.8,0.6,1.74,0.11,17.4,1.1,0.0010502175999999987,0.0059150186666666596,32,0.035365624999999956,0.32819299999999957,1.8484433333333312,1.1317,Fat~(g/m^2),10.502175999999986
Autumn/Winter,1,32,Berth G,C,93.7,17.8459,9.8,0.6,1.74,0.11,17.4,1.1,0.0010502175999999987,0.0059150186666666596,32,0.035365624999999956,0.32819299999999957,1.8484433333333312,1.1317,Dry~weight~(g),1.1316999999999986
Autumn/Winter,1,32,Berth G,C,93.7,17.8459,9.8,0.6,1.74,0.11,17.4,1.1,0.0010502175999999987,0.0059150186666666596,32,0.035365624999999956,0.32819299999999957,1.8484433333333312,1.1317,Protein~(g/m^2),59.1501866666666
Autumn/Winter,1,32,Berth G,C,93.7,17.8459,9.8,0.6,1.74,0.11,17.4,1.1,0.0010502175999999987,0.0059150186666666596,32,0.035365624999999956,0.32819299999999957,1.8484433333333312,1.1317,EPA~(g/m^2),0.5282348687846226
Autumn/Winter,1,32,Berth G,C,93.7,17.8459,9.8,0.6,1.74,0.11,17.4,1.1,0.0010502175999999987,0.0059150186666666596,32,0.035365624999999956,0.32819299999999957,1.8484433333333312,1.1317,SFA~(g/m^2),3.7269904630915045
Autumn/Winter,1,32,Berth G,C,93.7,17.8459,9.8,0.6,1.74,0.11,17.4,1.1,0.0010502175999999987,0.0059150186666666596,32,0.035365624999999956,0.32819299999999957,1.8484433333333312,1.1317,MUFA~(g/m^2),2.281471552322155
Autumn/Winter,1,32,Berth G,C,93.7,17.8459,9.8,0.6,1.74,0.11,17.4,1.1,0.0010502175999999987,0.0059150186666666596,32,0.035365624999999956,0.32819299999999957,1.8484433333333312,1.1317,PUFA~(g/m^2),1.5914123507193865
Autumn/Winter,1,32,Berth G,C,93.7,17.8459,9.8,0.6,1.74,0.11,17.4,1.1,0.0010502175999999987,0.0059150186666666596,32,0.035365624999999956,0.32819299999999957,1.8484433333333312,1.1317,ω3~PUFA~(g/m^2),1.017900207467511
Autumn/Winter,1,54,Berth C,A,93.4,23.1723,12.1,0.8,1.56,0.1,15.6,1.03,0.0012752064000000002,0.009891024,54,0.028383333333333337,0.23614933333333338,1.8316711111111112,1.5327,Fat~(g/m^2),12.752064000000003
Autumn/Winter,1,54,Berth C,A,93.4,23.1723,12.1,0.8,1.56,0.1,15.6,1.03,0.0012752064000000002,0.009891024,54,0.028383333333333337,0.23614933333333338,1.8316711111111112,1.5327,Dry~weight~(g),1.5327000000000002
Autumn/Winter,1,54,Berth C,A,93.4,23.1723,12.1,0.8,1.56,0.1,15.6,1.03,0.0012752064000000002,0.009891024,54,0.028383333333333337,0.23614933333333338,1.8316711111111112,1.5327,Protein~(g/m^2),98.91024
Autumn/Winter,1,54,Berth C,A,93.4,23.1723,12.1,0.8,1.56,0.1,15.6,1.03,0.0012752064000000002,0.009891024,54,0.028383333333333337,0.23614933333333338,1.8316711111111112,1.5327,EPA~(g/m^2),0.6313018154919351
Autumn/Winter,1,54,Berth C,A,93.4,23.1723,12.1,0.8,1.56,0.1,15.6,1.03,0.0012752064000000002,0.009891024,54,0.028383333333333337,0.23614933333333338,1.8316711111111112,1.5327,SFA~(g/m^2),4.258232568366568
Autumn/Winter,1,54,Berth C,A,93.4,23.1723,12.1,0.8,1.56,0.1,15.6,1.03,0.0012752064000000002,0.009891024,54,0.028383333333333337,0.23614933333333338,1.8316711111111112,1.5327,MUFA~(g/m^2),3.065886720074543
Autumn/Winter,1,54,Berth C,A,93.4,23.1723,12.1,0.8,1.56,0.1,15.6,1.03,0.0012752064000000002,0.009891024,54,0.028383333333333337,0.23614933333333338,1.8316711111111112,1.5327,PUFA~(g/m^2),1.6281477467283945
Autumn/Winter,1,54,Berth C,A,93.4,23.1723,12.1,0.8,1.56,0.1,15.6,1.03,0.0012752064000000002,0.009891024,54,0.028383333333333337,0.23614933333333338,1.8316711111111112,1.5327,ω3~PUFA~(g/m^2),1.1241245230695103
Autumn/Winter,1,54,Berth C,B,95,35.5511,8.7,0.4,1.63,0.08,16.3,0.81,0.0015357642666666668,0.008197024,54,0.03271481481481482,0.2844007901234568,1.5179674074074074,1.7666,Fat~(g/m^2),15.357642666666669
Autumn/Winter,1,54,Berth C,B,95,35.5511,8.7,0.4,1.63,0.08,16.3,0.81,0.0015357642666666668,0.008197024,54,0.03271481481481482,0.2844007901234568,1.5179674074074074,1.7666,Dry~weight~(g),1.7666000000000004
Autumn/Winter,1,54,Berth C,B,95,35.5511,8.7,0.4,1.63,0.08,16.3,0.81,0.0015357642666666668,0.008197024,54,0.03271481481481482,0.2844007901234568,1.5179674074074074,1.7666,Protein~(g/m^2),81.97024
Autumn/Winter,1,54,Berth C,B,95,35.5511,8.7,0.4,1.63,0.08,16.3,0.81,0.0015357642666666668,0.008197024,54,0.03271481481481482,0.2844007901234568,1.5179674074074074,1.7666,EPA~(g/m^2),0.6397931308995085
Autumn/Winter,1,54,Berth C,B,95,35.5511,8.7,0.4,1.63,0.08,16.3,0.81,0.0015357642666666668,0.008197024,54,0.03271481481481482,0.2844007901234568,1.5179674074074074,1.7666,SFA~(g/m^2),5.507142411358077
Autumn/Winter,1,54,Berth C,B,95,35.5511,8.7,0.4,1.63,0.08,16.3,0.81,0.0015357642666666668,0.008197024,54,0.03271481481481482,0.2844007901234568,1.5179674074074074,1.7666,MUFA~(g/m^2),3.9704085257936805
Autumn/Winter,1,54,Berth C,B,95,35.5511,8.7,0.4,1.63,0.08,16.3,0.81,0.0015357642666666668,0.008197024,54,0.03271481481481482,0.2844007901234568,1.5179674074074074,1.7666,PUFA~(g/m^2),1.9070756786427652
Autumn/Winter,1,54,Berth C,B,95,35.5511,8.7,0.4,1.63,0.08,16.3,0.81,0.0015357642666666668,0.008197024,54,0.03271481481481482,0.2844007901234568,1.5179674074074074,1.7666,ω3~PUFA~(g/m^2),1.3694033744060632
Autumn/Winter,1,54,Berth C,C,94,25.1682,9.4,0.6,1.36,0.08,13.6,0.81,0.0010963413333333332,0.007577653333333333,54,0.027990740740740736,0.20302617283950614,1.4032691358024691,1.5115,Fat~(g/m^2),10.963413333333332
Autumn/Winter,1,54,Berth C,C,94,25.1682,9.4,0.6,1.36,0.08,13.6,0.81,0.0010963413333333332,0.007577653333333333,54,0.027990740740740736,0.20302617283950614,1.4032691358024691,1.5115,Dry~weight~(g),1.5114999999999998
Autumn/Winter,1,54,Berth C,C,94,25.1682,9.4,0.6,1.36,0.08,13.6,0.81,0.0010963413333333332,0.007577653333333333,54,0.027990740740740736,0.20302617283950614,1.4032691358024691,1.5115,Protein~(g/m^2),75.77653333333333
Autumn/Winter,1,54,Berth C,C,94,25.1682,9.4,0.6,1.36,0.08,13.6,0.81,0.0010963413333333332,0.007577653333333333,54,0.027990740740740736,0.20302617283950614,1.4032691358024691,1.5115,EPA~(g/m^2),0.32347879525201906
Autumn/Winter,1,54,Berth C,C,94,25.1682,9.4,0.6,1.36,0.08,13.6,0.81,0.0010963413333333332,0.007577653333333333,54,0.027990740740740736,0.20302617283950614,1.4032691358024691,1.5115,SFA~(g/m^2),4.148396982353594
Autumn/Winter,1,54,Berth C,C,94,25.1682,9.4,0.6,1.36,0.08,13.6,0.81,0.0010963413333333332,0.007577653333333333,54,0.027990740740740736,0.20302617283950614,1.4032691358024691,1.5115,MUFA~(g/m^2),2.95239970693532
Autumn/Winter,1,54,Berth C,C,94,25.1682,9.4,0.6,1.36,0.08,13.6,0.81,0.0010963413333333332,0.007577653333333333,54,0.027990740740740736,0.20302617283950614,1.4032691358024691,1.5115,PUFA~(g/m^2),0.9844246579831714
Autumn/Winter,1,54,Berth C,C,94,25.1682,9.4,0.6,1.36,0.08,13.6,0.81,0.0010963413333333332,0.007577653333333333,54,0.027990740740740736,0.20302617283950614,1.4032691358024691,1.5115,ω3~PUFA~(g/m^2),0.6819282710718239
Autumn/Winter,1,54,Berth G,A,96.2,41.4986,7.4,0.3,1.73,0.07,17.3,0.66,0.0014602122666666675,0.006245994666666671,54,0.029307407407407428,0.27040967901234586,1.1566656790123464,1.5826,Fat~(g/m^2),14.602122666666675
Autumn/Winter,1,54,Berth G,A,96.2,41.4986,7.4,0.3,1.73,0.07,17.3,0.66,0.0014602122666666675,0.006245994666666671,54,0.029307407407407428,0.27040967901234586,1.1566656790123464,1.5826,Dry~weight~(g),1.5826000000000011
Autumn/Winter,1,54,Berth G,A,96.2,41.4986,7.4,0.3,1.73,0.07,17.3,0.66,0.0014602122666666675,0.006245994666666671,54,0.029307407407407428,0.27040967901234586,1.1566656790123464,1.5826,Protein~(g/m^2),62.45994666666671
Autumn/Winter,1,54,Berth G,A,96.2,41.4986,7.4,0.3,1.73,0.07,17.3,0.66,0.0014602122666666675,0.006245994666666671,54,0.029307407407407428,0.27040967901234586,1.1566656790123464,1.5826,EPA~(g/m^2),0.6082285192551089
Autumn/Winter,1,54,Berth G,A,96.2,41.4986,7.4,0.3,1.73,0.07,17.3,0.66,0.0014602122666666675,0.006245994666666671,54,0.029307407407407428,0.27040967901234586,1.1566656790123464,1.5826,SFA~(g/m^2),5.103271210596231
Autumn/Winter,1,54,Berth G,A,96.2,41.4986,7.4,0.3,1.73,0.07,17.3,0.66,0.0014602122666666675,0.006245994666666671,54,0.029307407407407428,0.27040967901234586,1.1566656790123464,1.5826,MUFA~(g/m^2),4.091506462219943
Autumn/Winter,1,54,Berth G,A,96.2,41.4986,7.4,0.3,1.73,0.07,17.3,0.66,0.0014602122666666675,0.006245994666666671,54,0.029307407407407428,0.27040967901234586,1.1566656790123464,1.5826,PUFA~(g/m^2),1.8878477501495112
Autumn/Winter,1,54,Berth G,A,96.2,41.4986,7.4,0.3,1.73,0.07,17.3,0.66,0.0014602122666666675,0.006245994666666671,54,0.029307407407407428,0.27040967901234586,1.1566656790123464,1.5826,ω3~PUFA~(g/m^2),1.318218348462515
Autumn/Winter,1,54,Berth G,B,93.1,20.3145,11.6,0.8,1.31,0.09,13.1,0.91,9.856090666666656e-4,0.008727530666666657,54,0.026124074074074046,0.18252019753086401,1.6162093827160475,1.4107,Fat~(g/m^2),9.856090666666656
Autumn/Winter,1,54,Berth G,B,93.1,20.3145,11.6,0.8,1.31,0.09,13.1,0.91,9.856090666666656e-4,0.008727530666666657,54,0.026124074074074046,0.18252019753086401,1.6162093827160475,1.4107,Dry~weight~(g),1.4106999999999985
Autumn/Winter,1,54,Berth G,B,93.1,20.3145,11.6,0.8,1.31,0.09,13.1,0.91,9.856090666666656e-4,0.008727530666666657,54,0.026124074074074046,0.18252019753086401,1.6162093827160475,1.4107,Protein~(g/m^2),87.27530666666657
Autumn/Winter,1,54,Berth G,B,93.1,20.3145,11.6,0.8,1.31,0.09,13.1,0.91,9.856090666666656e-4,0.008727530666666657,54,0.026124074074074046,0.18252019753086401,1.6162093827160475,1.4107,EPA~(g/m^2),0.14926738858168373
Autumn/Winter,1,54,Berth G,B,93.1,20.3145,11.6,0.8,1.31,0.09,13.1,0.91,9.856090666666656e-4,0.008727530666666657,54,0.026124074074074046,0.18252019753086401,1.6162093827160475,1.4107,SFA~(g/m^2),3.981511185957753
Autumn/Winter,1,54,Berth G,B,93.1,20.3145,11.6,0.8,1.31,0.09,13.1,0.91,9.856090666666656e-4,0.008727530666666657,54,0.026124074074074046,0.18252019753086401,1.6162093827160475,1.4107,MUFA~(g/m^2),2.752804892580104
Autumn/Winter,1,54,Berth G,B,93.1,20.3145,11.6,0.8,1.31,0.09,13.1,0.91,9.856090666666656e-4,0.008727530666666657,54,0.026124074074074046,0.18252019753086401,1.6162093827160475,1.4107,PUFA~(g/m^2),0.4933680001541968
Autumn/Winter,1,54,Berth G,B,93.1,20.3145,11.6,0.8,1.31,0.09,13.1,0.91,9.856090666666656e-4,0.008727530666666657,54,0.026124074074074046,0.18252019753086401,1.6162093827160475,1.4107,ω3~PUFA~(g/m^2),0.28832174531304167
Autumn/Winter,1,54,Berth G,C,94.1,22.3881,8.3,0.5,2.12,0.13,21.2,1.26,0.0014998293333333328,0.005871973333333331,54,0.024564814814814803,0.2777461728395061,1.0874024691358022,1.3265,Fat~(g/m^2),14.998293333333327
Autumn/Winter,1,54,Berth G,C,94.1,22.3881,8.3,0.5,2.12,0.13,21.2,1.26,0.0014998293333333328,0.005871973333333331,54,0.024564814814814803,0.2777461728395061,1.0874024691358022,1.3265,Dry~weight~(g),1.3264999999999993
Autumn/Winter,1,54,Berth G,C,94.1,22.3881,8.3,0.5,2.12,0.13,21.2,1.26,0.0014998293333333328,0.005871973333333331,54,0.024564814814814803,0.2777461728395061,1.0874024691358022,1.3265,Protein~(g/m^2),58.719733333333316
Autumn/Winter,1,54,Berth G,C,94.1,22.3881,8.3,0.5,2.12,0.13,21.2,1.26,0.0014998293333333328,0.005871973333333331,54,0.024564814814814803,0.2777461728395061,1.0874024691358022,1.3265,EPA~(g/m^2),0.4438635243737622
Autumn/Winter,1,54,Berth G,C,94.1,22.3881,8.3,0.5,2.12,0.13,21.2,1.26,0.0014998293333333328,0.005871973333333331,54,0.024564814814814803,0.2777461728395061,1.0874024691358022,1.3265,SFA~(g/m^2),5.6874512677189335
Autumn/Winter,1,54,Berth G,C,94.1,22.3881,8.3,0.5,2.12,0.13,21.2,1.26,0.0014998293333333328,0.005871973333333331,54,0.024564814814814803,0.2777461728395061,1.0874024691358022,1.3265,MUFA~(g/m^2),4.390649997859376
Autumn/Winter,1,54,Berth G,C,94.1,22.3881,8.3,0.5,2.12,0.13,21.2,1.26,0.0014998293333333328,0.005871973333333331,54,0.024564814814814803,0.2777461728395061,1.0874024691358022,1.3265,PUFA~(g/m^2),1.2404186059526219
Autumn/Winter,1,54,Berth G,C,94.1,22.3881,8.3,0.5,2.12,0.13,21.2,1.26,0.0014998293333333328,0.005871973333333331,54,0.024564814814814803,0.2777461728395061,1.0874024691358022,1.3265,ω3~PUFA~(g/m^2),0.8517381143388406
Autumn/Winter,2,13,Berth C,A,97.8,5.6249,1.25,NA,0.08,0,0.8,0.02,5.367466666666663e-6,8.386666666666661e-5,13,0.00967692307692307,0.00412882051282051,0.06451282051282047,0.1258,Fat~(g/m^2),0.05367466666666663
Autumn/Winter,2,13,Berth C,A,97.8,5.6249,1.25,NA,0.08,0,0.8,0.02,5.367466666666663e-6,8.386666666666661e-5,13,0.00967692307692307,0.00412882051282051,0.06451282051282047,0.1258,Dry~weight~(g),0.1257999999999999
Autumn/Winter,2,13,Berth C,A,97.8,5.6249,1.25,NA,0.08,0,0.8,0.02,5.367466666666663e-6,8.386666666666661e-5,13,0.00967692307692307,0.00412882051282051,0.06451282051282047,0.1258,Protein~(g/m^2),0.8386666666666661
Autumn/Winter,2,13,Berth C,A,97.8,5.6249,1.25,NA,0.08,0,0.8,0.02,5.367466666666663e-6,8.386666666666661e-5,13,0.00967692307692307,0.00412882051282051,0.06451282051282047,0.1258,EPA~(g/m^2),0.0011459779871098759
Autumn/Winter,2,13,Berth C,A,97.8,5.6249,1.25,NA,0.08,0,0.8,0.02,5.367466666666663e-6,8.386666666666661e-5,13,0.00967692307692307,0.00412882051282051,0.06451282051282047,0.1258,SFA~(g/m^2),0.02102428845582349
